Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
50854655,"El duque y yo (Bridgerton, #1)",Julia Quinn,"Quinn, Julia",Mireia Terés Loriente,"=""8416327815""","=""9788416327812""",0,3.86,Urano,Paperback,315,2019,2000,,2021/01/18,currently-reading,currently-reading (#3),currently-reading,,,,1,,,0,,,,,
9025186,"Ciudad de hueso (Cazadores de sombras, #1)",Cassandra Clare,"Clare, Cassandra",Gemma Gallart,"=""9507321276""","=""9789507321276""",3,4.09,Destino,Paperback,512,2010,2007,2021/08/08,2018/02/05,"2018, 2021","2018 (#16), 2021 (#18)",read,"This book for me was a re-read and I must say that although I have enjoyed it and loved to go back to the beginning of the story I have found it a little bit slow and some parts have not been as memorable as I remembered. However, I loved the characters and hope you give it an opportunity to this book the saga and the whole world of the Shadowhunters. ",,,2,,,0,,,,,
6029507,Diez negritos,Agatha Christie,"Christie, Agatha",Orestes Llorens,"=""9871144482""","=""9789871144488""",0,4.26,Planeta,Paperback,167,2004,1939,,2021/08/04,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
403852,"La llamada de los muertos (Crónicas De La Torre, #3)",Laura Gallego García,"García, Laura Gallego",,"=""8434894394""","=""9788434894396""",0,4.05,SM,Paperback,240,2003,2003,,2021/07/29,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,"=""""","=""""",0,4.09,"Little, Brown Books for Young Readers",Hardcover,370,2018,2018,,2021/07/04,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
54319549,"A Kingdom of Flesh and Fire (Blood and Ash, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,4.50,Blue Box Press,Kindle Edition,637,2020,2020,,2021/07/04,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
44437253,Piso para dos,Beth O'Leary,"O'Leary, Beth",María del Mar López Gil,"=""849129306X""","=""9788491293064""",4,4.09,Suma de letras,Paperback,494,2019,2019,2021/07/02,2021/06/29,2021,2021 (#17),read,I have fallen in love with this story and its characters. Apart from being a romantic novel it also shows the reality of some relationships and how we do not see things as they are sometimes. I enjoyed it from the early pages and could not stop reading until I finished. I recommend it for sure. ,true,,1,,,0,,,,,
51574372,"Heartstopper, Volume Four (Heartstopper, #4)",Alice Oseman,"Oseman, Alice",,"=""144495279X""","=""9781444952797""",5,4.70,Hodder Children's Books,Paperback,353,2021,2021,2021/06/24,2021/06/24,2021,2021 (#16),read,It treats mental health issues and eating disorders in an extraordinarily easy way. People can learn a lot and understand these things better in an easy way by just reading those graphic novels. It is really quick to read and I recommend anyone to give this series an opportunity. ,,,1,,,0,,,,,
52831200,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457017""","=""9781952457012""",4,4.30,Blue Box Press,ebook,454,2020,2020,2021/06/24,2021/05/31,2021,2021 (#15),read,"I enjoyed this book a lot. However, there were some parts that were predictable and that made my feel a little bit disappointed as well as with some characters behaviour. However, as an overall, I recommend it since it is addictive and easy to read. ",,,1,,,0,,,,,
34895950,"The Tea Dragon Society (Tea Dragon, #1)",Kay O'Neill,"O'Neill, Kay",,"=""1620104415""","=""9781620104415""",4,4.36,Oni Press,Hardcover,72,2017,2017,2021/06/03,2019/11/23,2021,2021 (#14),read,It’s a really cute book and the story behind is so sweet I loved. Besides the drawings are incredible.,,,1,,,0,,,,,
25970680,"Pídeme lo que quieras y yo te lo daré (Pídeme lo que quieras, #4)",Megan Maxwell,"Maxwell, Megan",,"=""8408147560""","=""9788408147565""",2,3.90,Esencia ,Paperback,480,2015,2015,2021/05/02,2021/04/20,2021,2021 (#13),read,,,,1,,,0,,,,,
40781470,El secreto de Xein (Guardianes de la Ciudadela #2),Laura Gallego García,"García, Laura Gallego",,"=""""","=""9788490439562""",4,4.44,Montena,Hardcover,446,2018,2018,2021/05/31,2020/08/28,2021,2021 (#12),read,Me ha gustado mucho aunque algunas partes se me han hecho un poco lentas. ,,,1,,,0,,,,,
18006496,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619636042""","=""9781619636040""",4,4.53,Bloomsbury USA Childrens,Hardcover,648,2015,2015,2021/05/02,2021/01/02,2021,2021 (#11),read,"I loved this book, although there are some parts that were a bit slow I really loved the development of some characters and the overall plot. ",,,1,,,0,,,,,
17932320,"Pídeme lo que quieras, o déjame (Pídeme lo que quieras, #3)",Megan Maxwell,"Maxwell, Megan",,"=""8408118285""","=""9788408118282""",2,3.92,Esencia,Paperback,500,2013,2013,2021/04/17,2021/04/20,2021,2021 (#10),read,,,,1,,,0,,,,,
17305812,"Pídeme lo que quieras, ahora y siempre (Pídeme lo que quieras, #2)",Megan Maxwell,"Maxwell, Megan",,"=""8408105477""","=""9788408105473""",2,3.90,Esencia,Paperback,382,2013,2013,2021/04/09,2021/04/20,2021,2021 (#9),read,,,,1,,,0,,,,,
43249092,"La misión de Rox (Guardianes de la Ciudadela, #3)",Laura Gallego García,"García, Laura Gallego",,"=""""","=""9788417460655""",0,4.56,Montena,Hardcover,701,2019,2019,,2021/03/11,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
1099263,"Tríada (Memorias de Idhún, #2)",Laura Gallego García,"García, Laura Gallego",,"=""8467505591""","=""9788467505597""",0,4.12,SM,Hardcover,766,2006,2006,,2021/03/11,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
1099262,"La resistencia (Memorias de Idhún, #1)",Laura Gallego García,"García, Laura Gallego",,"=""846750269X""","=""9788467502695""",0,4.14,SM,Hardcover,558,2006,2004,,2021/03/11,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
1099260,"Panteón (Memorias de Idhún, #3)",Laura Gallego García,"García, Laura Gallego",,"=""8467511486""","=""9788467511482""",0,4.07,SM,Hardcover,942,2006,2006,,2021/03/05,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
49367277,El instituto,Stephen King,"King, Stephen",Carlos Milla Soler,"=""8401022355""","=""9788401022357""",0,4.20,Plaza & Janés,Hardcover,618,2019,2019,,2021/02/07,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
54343398,Una habitación propia (A Room of One's Own),Virginia Woolf,"Woolf, Virginia",,"=""""","=""""",0,4.18,Editorial Grupo Planeta//colección: Austral,Paperback,153,2016,1929,,2020/07/26,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
43412741,Dones de ciència: 50 Pioneres valentes que van canviar el món,Rachel Ignotofsky,"Ignotofsky, Rachel",Lluís Delgado Picó,"=""8491376321""","=""9788491376323""",0,4.48,Estrella Polar,Capa dura,128,2018,2016,,2021/02/08,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
36260119,"El zoo petrificado (Los diarios de Cereza, #1)",Joris Chamblain,"Chamblain, Joris",Aurélie Neyret,"=""8420486299""","=""9788420486291""",5,4.29,Alfaguara,Hardcover,72,2017,2012,2021/01/26,2021/01/26,2021,2021 (#5),read,En este libro seguimos a la protagonista Cereza a través de su diario. En el explica una entrañable historia de un misterio que resolver con sus amigas. Me ha gustado mucho y lo he disfrutado un montón. Es súper tierno y los dibujos preciosos lo recomiendo totalmente para aquellos que les guste una historia corta y muy tierna. ,,,1,,,0,,,,,
18221254,Rebelión en la granja,George Orwell,"Orwell, George",,"=""6073115776""","=""9786073115773""",4,3.96,Debolsillo ,Paperback,140,2013,1945,2021/02/07,2021/02/06,2021,2021 (#8),read,Me ha parecido un libro muy interesante y con una gran enseñanza. Me ha gustado mucho y lo recomiendo para todos aquellos que quieran entender como ciertos movimientos políticos se llevaron a cabo. En el libro nos los explica con una magnifica sátira que es muy fácil de comprender y puedes aprender de ella muchas cosas.,,,1,,,0,,,,,
44669405,El libro misterioso (Serie Los diarios de Cereza 2),Joris Chamblain,"Chamblain, Joris",,"=""""","=""""",4,4.37,ALFAGUARA INFANTILES Y JUVENILES,Kindle Edition,,2019,2013,2021/02/05,2021/01/27,2021,2021 (#7),read,Este libro al igual que el anterior me ha parecido súper tierno y con unos valores muy importantes. Lo he disfrutado mucho y espero seguir a Cereza durAnte sus próximas aventuras y misterios a descubrir. Sin duda lo recomiendo a todos aquellos que le quieran dar una oportunidad y sobretodo a los más pequeños porque es muy fácil y rápido de leer y además los dibujos son muy bonitos.,,,1,,,0,,,,,
20613470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630656""","=""9781619630659""",5,4.45,Bloomsbury USA Childrens,Hardcover,565,2014,2014,2021/02/06,2021/01/02,2021,2021 (#6),read,"I loved this book. It is just amazing and the plot has been incredible, I have loved almost all of the characters and I have found it really interesting and a page turner. Besides, if I compare it with the previous ones I believe this one is so much better, there has been a change in the way of writing, the plot and the intrigue that has made me love this book so much. ",,,1,,,0,,,,,
28669484,George. Simplemente sé tú mismo,Alex Gino,"Gino, Alex",,"=""8415594755""","=""9788415594758""",0,4.06,Nube de Tinta,Paperback,192,2016,2015,,2021/02/05,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
55141161,La gemela,Natasha Preston,"Preston, Natasha",Víctor Ruiz Aldana,"=""8408232908""","=""9788408232902""",0,3.34,Destino,Paperback,352,2020,2020,,2021/01/15,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
17167166,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630621""","=""9781619630628""",3,4.37,Bloomsbury USA Childrens,Hardcover,420,2013,2013,2021/01/26,2021/01/02,2021,2021 (#4),read,"This is the second book on the Throne of Glass series. While this book had a promising continuation I found that the book could be shorter since all the action happens quite late in the book. We could say that the first 250 pages are quite boring and plain without action and mostly centred in a part of the plot. While reading this first part I was really shooked since everyone loves this series and I was founding it really slow. However, once we have reached the middle of the book all the things start exploding and the second half has been amazing and I have liked it a lot. It has kept me engaged and willing to know what was going to happen and how would things be solved. Finally, I want to add that as in the first book there are some behaviours and actions from some of the characters that I do not understand. As an overall I recommend it and I am ready to continue with this series.  ",,,1,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2021/01/25,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
8322565,"Sinsajo (Los juegos del hambre, #3)",Suzanne Collins,"Collins, Suzanne",Pilar Ramírez Tello,"=""8427200382""","=""9788427200388""",3,4.05,Molino,Paperback,422,2010,2010,2021/01/09,2021/01/02,2021,2021 (#2),read,"Para mí este libro ha significado un buen final de saga aunque un poco decepcionante a la vez. Después de todo lo que hemos vivido con los anteriores libros en este seguimos con la intriga de que pasará y como acabara todo. Me ha tenido muy enganchada y con ganas de saber como terminaría todo, aunque algunas partes se me han hecho un poco lentas y poco dinámicas. También hay ciertas acciones o comportamientos que no me han acabado de cuajar con la evolución que ciertos personajes tenían en los previos libros y hay algunas situaciones que he visto como muy precipitadas y puestas para llenar espacio o para que las cosas pasaran más rápido. Por ello aun habiendo disfrutado el libro no le doy  la máxima puntuación porque hay cosas que no me han convencido. Así que en total le doy un 2,75.",,,1,,,0,,,,,
42800923,Perfectos mentirosos (Perfectos mentirosos #1),Alex Mírez,"Mírez, Alex",,"=""""","=""""",0,4.17,MONTENA,Paperback,336,2020,,,2021/01/05,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",4,4.19,Bloomsbury USA Children's,Hardcover,406,2012,2012,2021/01/14,2020/12/30,2021,2021 (#3),read,"In this book, we follow a competition held by the King where the competitors want to become the King's Champion.  One of them is Celeana Sardothien which is the main character and we will follow her throughout the story and the different situations she faces while the competition is held. I have enjoyed the book although some thins, from my point of view, have been added only to add drama to the situations and I found it quite unnecessary. However, as an overall, I have really liked the book and hope this story will get better as we enter more in-depth in it through the next books in the series. ",,,1,,,0,,,,,
53028329,Naranja de sangre,Harriet Tyce,"Tyce, Harriet",,"=""""","=""""",1,3.91,SUMA INTERNACIONAL,Kindle Edition,285,2019,2019,2021/01/14,2019/10/18,,,read,"He sido incapaz de acabar este libro. La protagonista no me ha gustado nada, es súper tóxica y además dice unas cosas que sinceramente me parecen horribles y denigrantes. Cada pagina me cabreaba más con sus acciones y pensamientos hasta el punto de dejar de leerlo porque me ponía muy nerviosa su actitud. Desde luego no he podido aguantar la cantidad de situaciones tóxicas y machistas que hay en el libro.",true,,1,,,0,,,,,
18243700,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408852594""","=""9781408852590""",4,4.35,Bloomsbury Childrens,ebook,448,2014,2014,2021/01/07,2020/12/30,2021,2021 (#1),read,"In this book, we follow 5 small stories where the main character is Celeana Sardothien. I have enjoyed the book although there are some stories that I found a bit dull or containing nonsense scenes. However, as an overall, I found the book really interesting and I am looking forward to starting properly the Throne of Glass series. ",,,1,,,0,,,,,
33590260,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619636107""","=""9781619636101""",0,4.56,Bloomsbury YA,Hardcover,984,2018,2018,,2021/01/02,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
28260587,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.53,Bloomsbury Children's Books,Hardcover,689,2016,2016,,2021/01/02,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
31450852,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""1681195771""","=""9781681195773""",0,4.31,Bloomsbury USA Childrens,Hardcover,660,2017,2017,,2021/01/02,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
38898402,Nimona,Noelle Stevenson,"Stevenson, Noelle",,"=""""","=""""",4,4.13,HarperTeen,Kindle Edition,272,2015,2015,,2019/10/22,2020,2020 (#35),read,,,,1,,,0,,,,,
28684932,La dama del perrito,Anton Chekhov,"Chekhov, Anton","Antón Pávlovich Chéjov, Víctor Gallego Ballesteros, Javier Zabala","=""""","=""""",1,3.77,Nórdica Libros,Kindle Edition,78,2014,1888,,2020/02/03,2020,2020 (#4),read,,,,1,,,0,,,,,
35168856,El extraño caso del Dr. Jekyll y Mr. Hyde / Olalla (Narrativa),Robert Louis Stevenson,"Stevenson, Robert Louis","José Torroba, Alfonso Reyes","=""""","=""""",3,3.88,Austral,Kindle Edition,166,2013,,,2020/02/02,2020,2020 (#3),read,,,,1,,,0,,,,,
1570814,"Crepúsculo (Crepúsculo, #1)",Stephenie Meyer,"Meyer, Stephenie",José Miguel Pallarés,"=""9707709944""","=""9789707709942""",2,3.61,Alfaguara,Paperback,504,2005,2005,2020/03/24,2020/03/13,2020,2020 (#8),read,,,,1,,,0,,,,,
18668144,Huesos en el jardín,Henning Mankell,"Mankell, Henning",,"=""6074214956""","=""9786074214956""",1,3.68,Tusquets,Paperback,192,2013,2004,2020/03/26,2020/03/24,2020,2020 (#9),read,,,,1,,,0,,,,,
1612509,La princesa de hielo,Camilla Läckberg,"Läckberg, Camilla",,"=""8496748162""","=""9788496748163""",2,3.75,Maeva,Paperback,376,2007,2003,2020/05/07,2020/04/15,2020,2020 (#12),read,,,,1,,,0,,,,,
36125477,El libro de la vagina: Todo lo que necesitas saber y nunca te has atrevido a preguntar,Nina Brochmann,"Brochmann, Nina",Ellen Støkken Dahl,"=""""","=""""",2,4.21,GRIJALBO,Kindle Edition,448,2017,2017,2020/07/21,2020/05/14,2020,2020 (#14),read,,,,1,,,0,,,,,
23447923,The Inexplicable Logic of My Life,Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""0544586506""","=""9780544586505""",3,4.14,Clarion Books,Hardcover,452,2017,2017,2020/08/24,2020/06/29,2020,2020 (#24),read,"Un gran libro en el que podemos ver como un adolescente va creciendo y evolucionando como persona debido a las situaciones que vive. En esta historia seguimos a Salvador, un chicho que empieza el último curso de instituto y que pasara por diferentes situaciones que le harán cambiar. Es un libro centrado en los personajes y en sus relaciones y pensamientos lo que, para mi sorpresa, me ha gustado mucho. He llorado y he reído con el libro pero sobre todo me he sentido identificada con los personajes sus dudas y miedos. ¡Recomiendo el libro sin ninguna duda!!",,,1,,,0,,,,,
34681380,Culpa mía (Culpables #1),Mercedes Ron,"Ron, Mercedes",,"=""8490438668""","=""9788490438664""",2,3.93,Montena,Paperback,448,2017,,2020/10/29,2020/10/28,2020,2020 (#25),read,"Este libro es bastante adictivo y se lee rápido. Aun así lo he encontrado en ciertos momentos un poco aburridos o repetitivo. Además hay ciertas situaciones que no he entendido demasiado y me han parecido innecesarias. De la autora he leído la bilogía de Marfil, la cual me gusto muchísimo. Por ello este libro me ha decepcionado bastante y he decidido no continuar la saga.",,,1,,,0,,,,,
16112083,"Pídeme lo que quieras (Pídeme lo que quieras, #1)",Megan Maxwell,"Maxwell, Megan",,"=""8408034510""","=""9788408034513""",1,3.82,Esencia,Paperback,464,2012,2012,2020/11/24,2020/11/24,2020,2020 (#31),read,,,,1,,,0,,,,,
15704307,"Saga, Vol. 1",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1607066017""","=""9781607066019""",2,4.17,Image Comics,Paperback,176,2012,2012,,2020/12/26,2020,2020 (#34),read,,,,1,,,0,,,,,
10178025,"Adiós, Fairy Oak",Elisabetta Gnone,"Gnone, Elisabetta",,"=""8408094467""","=""9788408094463""",4,4.39,Destino,Hardcover,366,2010,2008,2020/12/29,2020/12/07,2020,2020 (#33),read,,,,1,,,0,,,,,
42391655,Stepsister,Jennifer Donnelly,"Donnelly, Jennifer",,"=""1471407977""","=""9781471407970""",0,4.10,Hot Key Books,Paperback,490,2019,2019,,2020/12/06,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
38741573,Las hijas del capitán,María Dueñas,"Dueñas, María",,"=""""","=""9788408189985""",0,3.70,Planeta,Hardcover,624,2018,2018,,2018/07/30,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.97,Henry Holt & Company,Hardcover,358,2012,2012,,2020/12/28,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.50,Scholastic Inc.,Paperback,870,2004,2003,,2020/12/28,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2020/12/28,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.56,Scholastic,Paperback,734,2002,2000,,2020/12/28,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.57,Scholastic Inc.,Paperback,652,2006,2005,,2020/12/28,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",0,4.57,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2020/12/28,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
50065849,"Los testamentos (El cuento de la criada, #2)",Margaret Atwood,"Atwood, Margaret",Eugenia Vázquez Nacarino,"=""8498389496""","=""9788498389494""",4,4.20,Salamandra,Paperback,506,2019,2019,2020/12/05,2019/10/02,2020,2020 (#32),read,,,,1,,,0,,,,,
10060190,Flox de los Colores. Fairy Oak,Elisabetta Gnone,"Gnone, Elisabetta",,"=""8408091530""","=""9788408091530""",4,4.18,,Hardcover,272,2010,2009,2020/11/15,2018/07/30,2020,2020 (#30),read,Un libro muy tierno y con unas reflexiones que a veces no se esperarían de un libro infantil. Me ha gustado mucho y lo recomiendo muchísimo sobretodo a aquellos pequeños que se inician en la lectura.,,,1,,,0,,,,,
33844450,"Muertos prescindibles (Sebastian Bergman, #3)",Michael Hjorth,"Hjorth, Michael","Hans Rosenfeldt, Claudia Conde","=""840816600X""","=""9788408166009""",3,3.83,Planeta ,Paperback,592,2017,2012,2020/11/16,2018/07/30,2020,2020 (#29),read,Es un libro que a mi parecer desarrolla la trama muy despacio lo que hace que se haga un poco pesado el libro. Además cuesta coger ritmo y se presentan muchas tramas y muchos personajes distintos y cuesta seguir el hilo de la historia. Aun así me ha gustado la historia y las últimas 50 páginas son explosivas. ,,,1,,,0,,,,,
7776692,"En llamas (Los juegos del hambre, #2)",Suzanne Collins,"Collins, Suzanne",Pilar Ramírez Tello,"=""8427200005""","=""9788427200005""",5,4.30,Molino,Paperback,407,2010,2009,2020/11/18,2020/08/28,2020,2020 (#28),read,Me ha encantado. Ha sido una muy buena lectura que he devorado en dos días de lo enganchada que me tenía. Para mí ha superado al primero con creces y tengo muchas ganas de leer el tercero y acabar con esta increíble historia.,,,1,,,0,,,,,
40742208,Lagrimas en el mar,Ruta Sepetys,"Sepetys, Ruta",Álvaro Abella Villar,"=""8416087571""","=""9788416087570""",0,4.33,Maeva Ediciones S A,Paperback,414,2018,2016,,2020/11/10,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
54178134,"Casa de Tierra y Sangre (Ciudad Medialuna, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""8420452882""","=""9788420452883""",5,4.43,Alfaguara,Paperback,800,2020,2020,2020/11/08,2020/10/31,2020,2020 (#27),read,"IMPRESIONANTE, no tengo más palabras para describir este libro. ",,,1,,,0,,,,,
